id,name,category,subcategory,latitude,longitude,city,description,rating,match_confidence,opening_hours,opening_hours_source,has_opening_hours,is_24_7,is_likely_open,has_match_confidence,score,has_valid_source,visit_duration,tags,tags_str
198,Facultad de Matemáticas y Estadística,cultural,library,41.3835,2.11581,Barcelona,faculty,4.5,0.5037655860349127,,,False,False,False,False,2.805960224438903,False,60,"['culture', 'indoor']",culture|indoor
262,Biblioteca Poblenou-Manuel Arranz,cultural,library,41.4015,2.20427,Barcelona,public library,4.2,0.5037655860349127,,,False,False,False,False,2.6274602244389027,False,60,"['culture', 'indoor']",culture|indoor
276,Biblioteca del Pabellón de la República,cultural,library,41.4307,2.15129,Barcelona,public library,4.4,0.5037655860349127,,,False,False,False,False,2.746460224438903,False,60,"['culture', 'indoor']",culture|indoor
278,Museu Clarà,cultural,library,41.3998,2.12961,Barcelona,museum,4.3,0.62,"Mo-Tu 15:30-20:30; We-Th 10:00-14:00, 15:30-20:30; Fr 15:30-20:30; Sa 10:00-14:00",OSM,True,False,True,True,3.1959999999999997,True,60,"['culture', 'has_schedule', 'indoor']",culture|has_schedule|indoor
293,Archivo General de la Corona de Aragón,cultural,library,41.3947,2.18617,Barcelona,archive,4.6,0.5037655860349127,,,False,False,False,False,2.8654602244389027,False,60,"['culture', 'indoor']",culture|indoor
302,Calle de Avinyó,cultural,library,41.3809,2.17768,Barcelona,street,4.1,0.5037655860349127,,,False,False,False,False,2.5679602244389024,False,60,"['culture', 'indoor']",culture|indoor
318,Dipòsit de les Aigües del Parc de la Ciutadella,cultural,library,41.3904,2.18892,Barcelona,academic library building,4.6,0.5037655860349127,,,False,False,False,False,2.8654602244389027,False,60,"['culture', 'indoor']",culture|indoor
351,Facultad de Informática de Barcelona,cultural,library,41.3878,2.11247,Barcelona,faculty,4.8,0.5037655860349127,,,False,False,False,False,2.9844602244389025,False,60,"['culture', 'indoor']",culture|indoor
370,Palau Mercaders,cultural,arts_centre,41.386,2.17698,Barcelona,palace,4.3,0.5037655860349127,,,False,False,False,False,2.6869602244389026,False,75,"['culture', 'indoor']",culture|indoor
387,Lluïsos de Gràcia,cultural,arts_centre,41.4072,2.15535,Barcelona,event venue,4.0,0.32,"Mo-Fr 07:00-16:00; Mo-We 18:00-23:00; Th,Fr 18:00-01:30; Sa 12:00-16:00",OSM,True,False,True,True,2.896,True,75,"['culture', 'has_schedule', 'indoor']",culture|has_schedule|indoor
397,El Parc i la Llacuna del Poblenou,cultural,arts_centre,41.3993,2.19097,Barcelona,neighborhood,4.5,0.06,Mo-Fr 06:00-23:00; Sa 06:00-00:00; Su 06:00-22:00,OSM,True,False,True,True,3.1679999999999997,True,75,"['culture', 'has_schedule', 'indoor']",culture|has_schedule|indoor
402,Carrer de la Comtessa de Sobradiel,cultural,arts_centre,41.3811,2.17816,Barcelona,street,4.5,0.5037655860349127,,,False,False,False,False,2.805960224438903,False,75,"['culture', 'indoor']",culture|indoor
404,Real Círculo Artístico de Barcelona,cultural,arts_centre,41.3845,2.17451,Barcelona,society,4.2,0.58,Mo-Sa 10:00-20:30,OSM,True,False,True,True,3.114,True,75,"['culture', 'has_schedule', 'indoor']",culture|has_schedule|indoor
451,Arts Santa Mònica,cultural,arts_centre,41.3772,2.17567,Barcelona,cultural center,4.7,0.39,10:00-20:00,OSM,True,False,True,True,3.407,True,75,"['culture', 'has_schedule', 'indoor']",culture|has_schedule|indoor
459,Nave Ivanow,cultural,arts_centre,41.42,2.19011,Barcelona,building,4.1,0.5037655860349127,,,False,False,False,False,2.5679602244389024,False,75,"['culture', 'indoor']",culture|indoor
460,Hangar (Centre de Producció d'Arts Visuals),cultural,arts_centre,41.4086,2.19944,Barcelona,cultural center,4.5,0.5037655860349127,,,False,False,False,False,2.805960224438903,False,75,"['culture', 'indoor']",culture|indoor
491,Parque Güell,park,conservatory,41.4136,2.15294,Barcelona,sculpture garden,4.8,0.5037655860349127,,,False,False,False,False,2.9844602244389025,False,60,"['culture', 'indoor']",culture|indoor
