id,name,category,subcategory,latitude,longitude,city,description,rating,match_confidence,opening_hours,opening_hours_source,has_opening_hours,is_24_7,is_likely_open,has_match_confidence,score,has_valid_source,visit_duration,tags,tags_str,content_base,content_length,has_content_text,cluster_geo,has_cluster_geo,visit_duration_filled,rating_filled,match_confidence_filled,score_norm,rating_norm,match_confidence_norm,visit_duration_norm,quality_signal,similarity_score
5351,Els mistos,cultural,artwork,41.43,2.15067,Barcelona,sculpture,4.0,0.21,"Tu-Fr 09:00-14:00, 16:00-19:00; Sa-Su 09:00-14:00",OSM,True,False,True,True,2.863,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,els mistos cultural artwork sculpture art|has_schedule|quick_visit,66,True,0,True,15,4.0,0.21,0.5581183473965375,0.5714285714285714,0.1595744680851064,0.045454545454545456,0.501664,
5353,Topos V,cultural,artwork,41.384,2.1775,Barcelona,sculpture,4.5,0.31,Mo-Sa 08:30-22:15,OSM,True,False,True,True,3.243,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,topos v cultural artwork sculpture art|has_schedule|quick_visit,63,True,1,True,15,4.5,0.31,0.7565994679512842,0.8095238095238094,0.26595744680851063,0.045454545454545456,0.696234,
5356,Barcelona's Head,cultural,artwork,41.3809,2.18247,Barcelona,sculpture,4.8,0.5037655860349127,,,False,False,False,False,2.9844602244389025,False,15,['art' 'quick_visit'],art|quick_visit,barcelona's head cultural artwork sculpture art|quick_visit,59,True,1,True,15,4.8,0.5037655860349127,0.6215592985793386,0.9523809523809521,0.47209104897331144,0.045454545454545456,0.681844,
5361,Monumento al libro,cultural,artwork,41.3892,2.16804,Barcelona,sculpture,4.9,0.5037655860349127,,,False,False,False,False,3.043960224438903,False,15,['art' 'quick_visit'],art|quick_visit,monumento al libro cultural artwork sculpture art|quick_visit,61,True,1,True,15,4.9,0.5037655860349127,0.6526372635083056,1.0,0.47209104897331144,0.045454545454545456,0.712396,
5363,El nen de la rutlla,cultural,artwork,41.4187,2.17193,Barcelona,sculpture,4.1,0.5037655860349127,,,False,False,False,False,2.5679602244389024,False,15,['art' 'quick_visit'],art|quick_visit,el nen de la rutlla cultural artwork sculpture art|quick_visit,62,True,4,True,15,4.1,0.5037655860349127,0.40401354407657003,0.6190476190476188,0.47209104897331144,0.045454545454545456,0.467984,
5389,Estación de San Gervasio,cultural,artwork,41.4009,2.14694,Barcelona,metro station,4.2,0.42,Mo-Su 13:00-00:00,OSM,True,False,True,True,3.066,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,estación de san gervasio cultural artwork metro station art|has_schedule|quick_visit,84,True,3,True,15,4.2,0.42,0.6641490512718363,0.6666666666666666,0.3829787234042553,0.045454545454545456,0.622603,
5390,Archivo Joan Maragall,cultural,artwork,41.4008,2.14712,Barcelona,library,4.4,0.73,"Mo,We 10:00-14:00, We 16:00-20:00",OSM,True,False,True,True,3.299,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,archivo joan maragall cultural artwork library art|has_schedule|quick_visit,75,True,3,True,15,4.4,0.73,0.7858493172961942,0.761904761904762,0.7127659574468085,0.045454545454545456,0.768901,
5396,Casa Fajol,cultural,artwork,41.3766,2.15028,Barcelona,building,4.5,0.5037655860349127,,,False,False,False,False,2.805960224438903,False,15,['art' 'quick_visit'],art|quick_visit,casa fajol cultural artwork building art|quick_visit,52,True,5,True,15,4.5,0.5037655860349127,0.528325403792438,0.8095238095238094,0.47209104897331144,0.045454545454545456,0.59019,
5422,Sociedad Económica Barcelonesa de Amigos del País,cultural,artwork,41.3835,2.18074,Barcelona,voluntary association,4.6,0.45,Mo-Su 10:00-20:30,OSM,True,False,True,True,3.3549999999999995,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,sociedad económica barcelonesa de amigos del país cultural artwork voluntary association art|has_schedule|quick_visit,117,True,1,True,15,4.6,0.45,0.815099166641104,0.8571428571428569,0.41489361702127664,0.045454545454545456,0.765579,
5424,Plaça d'Osca,cultural,artwork,41.376,2.13863,Barcelona,square,4.3,0.43,"Tu-Th 13:00-16:00,20:00-23:30; Fr-Sa 13:00-16:00,20:00-24:00; Su 13:00-16:00",OSM,True,False,True,True,3.139,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,plaça d'osca cultural artwork square art|has_schedule|quick_visit,65,True,5,True,15,4.3,0.43,0.7022783191678797,0.7142857142857141,0.39361702127659576,0.045454545454545456,0.658981,
5435,La Verneda y la Paz,cultural,artwork,41.4219,2.20531,Barcelona,neighborhood,4.2,0.5037655860349127,,,False,False,False,False,2.6274602244389027,False,15,['art' 'quick_visit'],art|quick_visit,la verneda y la paz cultural artwork neighborhood art|quick_visit,65,True,6,True,15,4.2,0.5037655860349127,0.4350915090055371,0.6666666666666666,0.47209104897331144,0.045454545454545456,0.498535,
5438,Arte urbano de Barcelona,cultural,artwork,41.4122,2.21033,Barcelona,,4.3,0.5037655860349127,,,False,False,False,False,2.6869602244389026,False,15,['art' 'quick_visit'],art|quick_visit,arte urbano de barcelona cultural artwork art|quick_visit,57,True,6,True,15,4.3,0.5037655860349127,0.466169473934504,0.7142857142857141,0.47209104897331144,0.045454545454545456,0.529087,
5439,Parque del Puerto Olímpico,cultural,gallery,41.3893,2.19871,Barcelona,geographical feature,4.2,0.5037655860349127,,,False,False,False,False,2.6274602244389027,False,60,['culture' 'indoor'],culture|indoor,parque del puerto olímpico cultural gallery geographical feature culture|indoor,79,True,6,True,60,4.2,0.5037655860349127,0.4350915090055371,0.6666666666666666,0.47209104897331144,0.45454545454545453,0.498535,
5440,Sant Pere (Ciutat Vella),cultural,artwork,41.3846,2.18277,Barcelona,neighborhood,3.9,0.44,Mo-Su 10:00-20:30,OSM,True,False,True,True,2.862,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,sant pere (ciutat vella) cultural artwork neighborhood art|has_schedule|quick_visit,83,True,1,True,15,3.9,0.44,0.5575960286582355,0.5238095238095237,0.4042553191489362,0.045454545454545456,0.526148,
5444,Barcino (escultura),cultural,artwork,41.3842,2.17538,Barcelona,sculpture,4.4,0.44,Mo-Su 10:00-00:00,OSM,True,False,True,True,3.212,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,barcino (escultura) cultural artwork sculpture art|has_schedule|quick_visit,75,True,1,True,15,4.4,0.44,0.7404075870639234,0.761904761904762,0.4042553191489362,0.045454545454545456,0.695359,
5476,El mundo nace en cada beso,cultural,artwork,41.3852,2.17482,Barcelona,photographic mosaic,4.7,0.44,24/7,OSM,True,True,True,True,3.422,True,15,['always_open' 'art' 'has_schedule' 'quick_visit'],always_open|art|has_schedule|quick_visit,el mundo nace en cada beso cultural artwork photographic mosaic always_open|art|has_schedule|quick_visit,104,True,1,True,15,4.7,0.44,0.850094522107336,0.9047619047619047,0.4042553191489362,0.045454545454545456,0.796885,
5492,Calle de Ferran,cultural,artwork,41.381,2.17492,Barcelona,street,4.7,0.6,Mo-Su 08:30-02:30,OSM,True,False,True,True,3.47,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,calle de ferran cultural artwork street art|has_schedule|quick_visit,68,True,1,True,15,4.7,0.6,0.8751658215458304,0.9047619047619047,0.574468085106383,0.045454545454545456,0.83746,
5500,Edificio de la Junta de Obras del Puerto (Barcelona),cultural,artwork,41.3759,2.17868,Barcelona,office building,4.7,0.5037655860349127,,,False,False,False,False,2.9249602244389026,False,15,['art' 'quick_visit'],art|quick_visit,edificio de la junta de obras del puerto (barcelona) cultural artwork office building art|quick_visit,101,True,1,True,15,4.7,0.5037655860349127,0.5904813336503717,0.9047619047619047,0.47209104897331144,0.045454545454545456,0.651293,
5501,Evocació Marinera,cultural,artwork,41.3754,2.18911,Barcelona,sculpture,4.5,0.5037655860349127,,,False,False,False,False,2.805960224438903,False,15,['art' 'quick_visit'],art|quick_visit,evocació marinera cultural artwork sculpture art|quick_visit,60,True,1,True,15,4.5,0.5037655860349127,0.528325403792438,0.8095238095238094,0.47209104897331144,0.045454545454545456,0.59019,
5506,Monument Homenatge a Picasso,cultural,artwork,41.3866,2.18478,Barcelona,monument,4.3,0.5037655860349127,,,False,False,False,False,2.6869602244389026,False,15,['art' 'quick_visit'],art|quick_visit,monument homenatge a picasso cultural artwork monument art|quick_visit,70,True,1,True,15,4.3,0.5037655860349127,0.466169473934504,0.7142857142857141,0.47209104897331144,0.045454545454545456,0.529087,
5507,Orfeón Catalán,cultural,artwork,41.3872,2.17526,Barcelona,symphonic choir,4.7,0.5037655860349127,,,False,False,False,False,2.9249602244389026,False,15,['art' 'quick_visit'],art|quick_visit,orfeón catalán cultural artwork symphonic choir art|quick_visit,63,True,1,True,15,4.7,0.5037655860349127,0.5904813336503717,0.9047619047619047,0.47209104897331144,0.045454545454545456,0.651293,
5508,Les formigues,cultural,artwork,41.385,2.18285,Barcelona,work of art,4.8,0.42,Mo-Fr 08:00-20:00; Sa 08:30-20:00,OSM,True,False,True,True,3.4859999999999998,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,les formigues cultural artwork work of art art|has_schedule|quick_visit,71,True,1,True,15,4.8,0.42,0.8835229213586616,0.9523809523809521,0.3829787234042553,0.045454545454545456,0.825656,
5515,A Frederic Soler,cultural,artwork,41.3787,2.17574,Barcelona,monument,4.6,0.45,Mo-Su 11:00-23:00,OSM,True,False,True,True,3.3549999999999995,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,a frederic soler cultural artwork monument art|has_schedule|quick_visit,71,True,1,True,15,4.6,0.45,0.815099166641104,0.8571428571428569,0.41489361702127664,0.045454545454545456,0.765579,
5534,Jardines de Miramar,cultural,artwork,41.3699,2.17214,Barcelona,garden,4.1,0.5037655860349127,,,False,False,False,False,2.5679602244389024,False,15,['art' 'quick_visit'],art|quick_visit,jardines de miramar cultural artwork garden art|quick_visit,59,True,1,True,15,4.1,0.5037655860349127,0.40401354407657003,0.6190476190476188,0.47209104897331144,0.045454545454545456,0.467984,
5547,Euclídea,cultural,artwork,41.3863,2.13612,Barcelona,sculpture,4.4,0.35,"Mo-Sa 10:00-13:30,16:25-20:25",OSM,True,False,True,True,3.185,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,euclídea cultural artwork sculpture art|has_schedule|quick_visit,64,True,2,True,15,4.4,0.35,0.7263049811297703,0.761904761904762,0.30851063829787234,0.045454545454545456,0.672536,
5549,La Diosa (escultura),cultural,artwork,41.3864,2.1701,Barcelona,sculpture,4.2,0.33,Mo-Sa 09:30-21:00,OSM,True,False,True,True,3.039,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,la diosa (escultura) cultural artwork sculpture art|has_schedule|quick_visit,76,True,1,True,15,4.2,0.33,0.6500464453376834,0.6666666666666666,0.2872340425531915,0.045454545454545456,0.59978,
5550,Casa del Mig,cultural,artwork,41.3772,2.14049,Barcelona,building,4.7,0.5037655860349127,,,False,False,False,False,2.9249602244389026,False,15,['art' 'quick_visit'],art|quick_visit,casa del mig cultural artwork building art|quick_visit,54,True,5,True,15,4.7,0.5037655860349127,0.5904813336503717,0.9047619047619047,0.47209104897331144,0.045454545454545456,0.651293,
5562,Jardines Mossèn Costa i Llobera,park,conservatory,41.3689,2.17213,Barcelona,botanical garden,4.7,0.4,Mo-Fr 07:00-20:00,OSM,True,False,True,True,3.41,True,60,['culture' 'has_schedule' 'indoor'],culture|has_schedule|indoor,jardines mossèn costa i llobera park conservatory botanical garden culture|has_schedule|indoor,94,True,1,True,60,4.7,0.4,0.8438266972477124,0.9047619047619047,0.3617021276595745,0.45454545454545453,0.786742,
5589,Plaza de España (Barcelona),cultural,artwork,41.3752,2.14905,Barcelona,square,4.5,0.5037655860349127,,,False,False,False,False,2.805960224438903,False,15,['art' 'quick_visit'],art|quick_visit,plaza de españa (barcelona) cultural artwork square art|quick_visit,67,True,5,True,15,4.5,0.5037655860349127,0.528325403792438,0.8095238095238094,0.47209104897331144,0.045454545454545456,0.59019,
5591,Home on earth,cultural,artwork,41.3814,2.17381,Barcelona,building,4.8,0.5037655860349127,,,False,False,False,False,2.9844602244389025,False,15,['art' 'quick_visit'],art|quick_visit,home on earth cultural artwork building art|quick_visit,55,True,1,True,15,4.8,0.5037655860349127,0.6215592985793386,0.9523809523809521,0.47209104897331144,0.045454545454545456,0.681844,
5643,Plaza de Ibiza,cultural,artwork,41.4302,2.16114,Barcelona,square,4.6,0.36,"Mo,Fr 15:30-20:00; Tu,Th 09:30-13:30,15:30-20:00; We 09:30-20:00; Sa 10:00-14:00",OSM,True,False,True,True,3.328,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,plaza de ibiza cultural artwork square art|has_schedule|quick_visit,67,True,0,True,15,4.6,0.36,0.8009965607069511,0.8571428571428569,0.3191489361702128,0.045454545454545456,0.742756,
5649,Teatro Novedades (Barcelona),cultural,artwork,41.3887,2.1696,Barcelona,theater,4.7,0.53,Mo-Sa 10:30-21:00,OSM,True,False,True,True,3.449,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,teatro novedades (barcelona) cultural artwork theater art|has_schedule|quick_visit,82,True,1,True,15,4.7,0.53,0.864197128041489,0.9047619047619047,0.5000000000000001,0.045454545454545456,0.819709,
5651,Mural G-333,cultural,artwork,41.3826,2.16618,Barcelona,sculpture,3.6,0.31,Mo-Fr 10:00-22:00; Sa 11:00-22:00,OSM,True,False,True,True,2.613,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,mural g-333 cultural artwork sculpture art|has_schedule|quick_visit,67,True,1,True,15,3.6,0.31,0.42753866282104624,0.380952380952381,0.26595744680851063,0.045454545454545456,0.391655,
5684,La República (Homenaje a Pi i Margall),cultural,artwork,41.4384,2.17459,Barcelona,sculpture,4.4,0.5037655860349127,,,False,False,False,False,2.746460224438903,False,15,['art' 'quick_visit'],art|quick_visit,la república (homenaje a pi i margall) cultural artwork sculpture art|quick_visit,81,True,4,True,15,4.4,0.5037655860349127,0.4972474388634711,0.761904761904762,0.47209104897331144,0.045454545454545456,0.559638,
5687,Els mistos,cultural,artwork,41.43,2.15116,Barcelona,sculpture,3.6,0.21,"Tu-Fr 09:00-14:00, 16:00-19:00; Sa-Su 09:00-14:00",OSM,True,False,True,True,2.583,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,els mistos cultural artwork sculpture art|has_schedule|quick_visit,66,True,0,True,15,3.6,0.21,0.4118691006719874,0.380952380952381,0.1595744680851064,0.045454545454545456,0.366296,
5692,El Ingenio,cultural,artwork,41.3813,2.17483,Barcelona,shop,4.5,0.5037655860349127,,,False,False,False,False,2.805960224438903,False,15,['art' 'quick_visit'],art|quick_visit,el ingenio cultural artwork shop art|quick_visit,48,True,1,True,15,4.5,0.5037655860349127,0.528325403792438,0.8095238095238094,0.47209104897331144,0.045454545454545456,0.59019,
5696,Sala de las cien columnas,cultural,artwork,41.414,2.15248,Barcelona,building,4.8,0.5037655860349127,,,False,False,False,False,2.9844602244389025,False,15,['art' 'quick_visit'],art|quick_visit,sala de las cien columnas cultural artwork building art|quick_visit,67,True,3,True,15,4.8,0.5037655860349127,0.6215592985793386,0.9523809523809521,0.47209104897331144,0.045454545454545456,0.681844,
5698,Barcelona (escultura),cultural,artwork,41.3875,2.17021,Barcelona,sculpture,4.0,0.6,24/7,OSM,True,True,True,True,2.98,True,15,['always_open' 'art' 'has_schedule' 'quick_visit'],always_open|art|has_schedule|quick_visit,barcelona (escultura) cultural artwork sculpture always_open|art|has_schedule|quick_visit,89,True,1,True,15,4.0,0.6,0.6192296397778674,0.5714285714285714,0.574468085106383,0.045454545454545456,0.600565,
5700,L'estel ferit,cultural,artwork,41.3765,2.19109,Barcelona,sculpture,3.9,0.3,"Mo 19:00-23:00; We-Th 13:00-15:30, 19:00-23:30; Fr 13:00-15:30, 19:00-24:00; Sa 13:00-24:00; Su 13:00-20:00",OSM,True,False,True,True,2.82,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,l'estel ferit cultural artwork sculpture art|has_schedule|quick_visit,69,True,1,True,15,3.9,0.3,0.5356586416495529,0.5238095238095237,0.2553191489361702,0.045454545454545456,0.490645,
5703,Casa Martí,cultural,artwork,41.3858,2.17356,Barcelona,building,4.6,0.5037655860349127,,,False,False,False,False,2.8654602244389027,False,15,['art' 'quick_visit'],art|quick_visit,casa martí cultural artwork building art|quick_visit,52,True,1,True,15,4.6,0.5037655860349127,0.5594033687214048,0.8571428571428569,0.47209104897331144,0.045454545454545456,0.620741,
5704,Mujer y pájaro,cultural,artwork,41.3778,2.14695,Barcelona,sculpture,4.0,0.28,Mo-Th 12:30-23:30; Fr-Sa 12:30-00:30; Su 12:30-23:30,OSM,True,False,True,True,2.884,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,mujer y pájaro cultural artwork sculpture art|has_schedule|quick_visit,70,True,5,True,15,4.0,0.28,0.5690870409008787,0.5714285714285714,0.2340425531914894,0.045454545454545456,0.519416,
5706,El Peix,monument,monument,41.3861,2.1969,Barcelona,architectural structure,4.1,0.33,Mo-Fr 12:00-18:00,OSM,True,False,True,True,2.969,True,25,['has_schedule' 'historic' 'touristic'],has_schedule|historic|touristic,el peix monument monument architectural structure has_schedule|historic|touristic,81,True,6,True,25,4.1,0.33,0.6134841336565457,0.6190476190476188,0.2872340425531915,0.13636363636363635,0.565937,
5708,Balcones de Barcelona,cultural,artwork,41.4018,2.17945,Barcelona,mural,4.3,0.5037655860349127,,,False,False,False,False,2.6869602244389026,False,15,['art' 'quick_visit'],art|quick_visit,balcones de barcelona cultural artwork mural art|quick_visit,60,True,6,True,15,4.3,0.5037655860349127,0.466169473934504,0.7142857142857141,0.47209104897331144,0.045454545454545456,0.529087,
5713,Pabellones Güell,cultural,artwork,41.3894,2.11925,Barcelona,monument,4.7,0.9,10:00-16:00,OSM,True,False,True,True,3.56,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,pabellones güell cultural artwork monument art|has_schedule|quick_visit,71,True,2,True,15,4.7,0.9,0.9221745079930072,0.9047619047619047,0.8936170212765959,0.045454545454545456,0.913538,
5721,Pavimento Miró,cultural,artwork,41.3812,2.17327,Barcelona,mosaic,4.5,0.5037655860349127,,,False,False,False,False,2.805960224438903,False,15,['art' 'quick_visit'],art|quick_visit,pavimento miró cultural artwork mosaic art|quick_visit,54,True,1,True,15,4.5,0.5037655860349127,0.528325403792438,0.8095238095238094,0.47209104897331144,0.045454545454545456,0.59019,
5722,Bombardeos aéreos de Barcelona en marzo de 1938,cultural,artwork,41.387,2.17004,Barcelona,battle,4.7,0.55,24/7,OSM,True,True,True,True,3.455,True,15,['always_open' 'art' 'has_schedule' 'quick_visit'],always_open|art|has_schedule|quick_visit,bombardeos aéreos de barcelona en marzo de 1938 cultural artwork battle always_open|art|has_schedule|quick_visit,112,True,1,True,15,4.7,0.55,0.8673310404713008,0.9047619047619047,0.5212765957446809,0.045454545454545456,0.824781,
5727,Desconsuelo,cultural,artwork,41.3876,2.18808,Barcelona,sculpture,4.7,0.25,Mo-Su 10:00-22:30,OSM,True,False,True,True,3.365,True,15,['art' 'has_schedule' 'quick_visit'],art|has_schedule|quick_visit,desconsuelo cultural artwork sculpture art|has_schedule|quick_visit,67,True,1,True,15,4.7,0.25,0.8203223540241241,0.9047619047619047,0.2021276595744681,0.045454545454545456,0.748703,
5749,Casa Milà,cultural,artwork,41.3954,2.16187,Barcelona,monument,4.4,0.5037655860349127,,,False,False,False,False,2.746460224438903,False,15,['art' 'quick_visit'],art|quick_visit,casa milà cultural artwork monument art|quick_visit,51,True,3,True,15,4.4,0.5037655860349127,0.4972474388634711,0.761904761904762,0.47209104897331144,0.045454545454545456,0.559638,
5750,Casa de les Punxes,cultural,artwork,41.398,2.164,Barcelona,building,4.4,0.5037655860349127,,,False,False,False,False,2.746460224438903,False,15,['art' 'quick_visit'],art|quick_visit,casa de les punxes cultural artwork building art|quick_visit,60,True,3,True,15,4.4,0.5037655860349127,0.4972474388634711,0.761904761904762,0.47209104897331144,0.045454545454545456,0.559638,
5751,Casa Batlló,cultural,artwork,41.3916,2.16481,Barcelona,tourist attraction,4.4,0.5037655860349127,,,False,False,False,False,2.746460224438903,False,15,['art' 'quick_visit'],art|quick_visit,casa batlló cultural artwork tourist attraction art|quick_visit,63,True,3,True,15,4.4,0.5037655860349127,0.4972474388634711,0.761904761904762,0.47209104897331144,0.045454545454545456,0.559638,
5760,Torre de telecomunicaciones de Montjuic,tourist_attraction,attraction,41.3643,2.1506,Barcelona,TV tower,4.8,0.46,Mo-Fr 06:30-24:00; Sa 07:00-21:00; Su 07:30-16:00,OSM,True,False,True,True,3.4979999999999998,True,60,['has_schedule'],has_schedule,torre de telecomunicaciones de montjuic tourist_attraction attraction tv tower has_schedule,91,True,5,True,60,4.8,0.46,0.8897907462182852,0.9523809523809521,0.4255319148936171,0.45454545454545453,0.835799,
5787,Antigua Casa Figueras,tourist_attraction,attraction,41.3815,2.17267,Barcelona,building,4.1,0.52,24/7,OSM,True,True,True,True,3.026,True,60,['always_open' 'has_schedule'],always_open|has_schedule,antigua casa figueras tourist_attraction attraction building always_open|has_schedule,85,True,1,True,60,4.1,0.52,0.6432563017397577,0.6190476190476188,0.4893617021276596,0.45454545454545453,0.61412,
5801,Mina Grott,tourist_attraction,attraction,41.4162,2.09779,Barcelona,tunnel,4.1,0.5037655860349127,,,False,False,False,False,2.5679602244389024,False,60,[],,mina grott tourist_attraction attraction tunnel,47,True,2,True,60,4.1,0.5037655860349127,0.40401354407657003,0.6190476190476188,0.47209104897331144,0.45454545454545453,0.467984,
5964,Casa de la Caritat de Barcelona,tourist_attraction,attraction,41.3842,2.16626,Barcelona,building,4.4,0.5037655860349127,,,False,False,False,False,2.746460224438903,False,60,[],,casa de la caritat de barcelona tourist_attraction attraction building,70,True,1,True,60,4.4,0.5037655860349127,0.4972474388634711,0.761904761904762,0.47209104897331144,0.45454545454545453,0.559638,
5965,Bartzelonako Erotismoaren Museoa,tourist_attraction,attraction,41.3823,2.17255,Barcelona,sex museum,4.7,0.52,"Mo-Su 10:00-14:00, 15:00-20:00",OSM,True,False,True,True,3.446,True,60,['has_schedule'],has_schedule,bartzelonako erotismoaren museoa tourist_attraction attraction sex museum has_schedule,86,True,1,True,60,4.7,0.52,0.8626301718265832,0.9047619047619047,0.4893617021276596,0.45454545454545453,0.817173,
5966,Casa Asols,tourist_attraction,attraction,41.3891,2.16579,Barcelona,house,4.6,0.58,Mo-Su 09:00-21:00; PH off,OSM,True,False,True,True,3.3939999999999997,True,60,['has_schedule'],has_schedule,casa asols tourist_attraction attraction house has_schedule,59,True,1,True,60,4.6,0.58,0.8354695974348808,0.8571428571428569,0.5531914893617021,0.45454545454545453,0.798546,
5999,Villa de Gracia,historic,bunker,41.4041,2.15606,Barcelona,administrative quarter in Barcelona,3.9,0.64,"PH,Fr,Sa 19:00-03:00; Su-Th 19:00-02:30",OSM,True,False,True,True,2.922,True,20,['has_schedule' 'quick_visit'],has_schedule|quick_visit,villa de gracia historic bunker administrative quarter in barcelona has_schedule|quick_visit,92,True,3,True,20,3.9,0.64,0.5889351529563536,0.5238095238095237,0.6170212765957448,0.09090909090909091,0.576867,
6001,M5,tourist_attraction,attraction,41.3839,2.17994,Barcelona,building,4.2,0.2,"Mo-Su 00:00-02:00,12:00-24:00",OSM,True,False,True,True,3.0,True,60,['has_schedule'],has_schedule,m5 tourist_attraction attraction building has_schedule,54,True,1,True,60,4.2,0.2,0.6296760145439068,0.6666666666666666,0.14893617021276598,0.45454545454545453,0.566813,
6009,Casa-Museo Gaudí,tourist_attraction,attraction,41.4136,2.15207,Barcelona,historic house museum,3.6,0.5037655860349127,,,False,False,False,False,2.270460224438903,False,60,[],,casa-museo gaudí tourist_attraction attraction historic house museum,68,True,3,True,60,3.6,0.5037655860349127,0.24862371943173572,0.380952380952381,0.47209104897331144,0.45454545454545453,0.315226,
6015,Casa Planells,tourist_attraction,attraction,41.4006,2.17449,Barcelona,multiple dwellings,3.9,0.43,Tu-Sa 10:00-13:30; Mo-Fr 16:30-20:00,OSM,True,False,True,True,2.859,True,60,['has_schedule'],has_schedule,casa planells tourist_attraction attraction multiple dwellings has_schedule,75,True,1,True,60,3.9,0.43,0.5560290724433297,0.5238095238095237,0.39361702127659576,0.45454545454545453,0.523612,
6032,Casa Sayrach,tourist_attraction,attraction,41.3946,2.15307,Barcelona,building,4.3,0.5037655860349127,,,False,False,False,False,2.6869602244389026,False,60,[],,casa sayrach tourist_attraction attraction building,51,True,3,True,60,4.3,0.5037655860349127,0.466169473934504,0.7142857142857141,0.47209104897331144,0.45454545454545453,0.529087,
6054,Paradiso,tourist_attraction,attraction,41.3837,2.1837,Barcelona,building,4.4,1.0,Mo-Su 17:00-02:30,OSM,True,False,True,True,3.38,True,60,['has_schedule'],has_schedule,paradiso tourist_attraction attraction building has_schedule,60,True,1,True,60,4.4,1.0,0.8281571350986534,0.761904761904762,1.0,0.45454545454545453,0.83737,
6066,Teatre Malic,tourist_attraction,attraction,41.3863,2.18294,Barcelona,theater,3.5,0.5037655860349127,,,False,False,False,False,2.2109602244389026,False,60,[],,teatre malic tourist_attraction attraction theater,50,True,1,True,60,3.5,0.5037655860349127,0.2175457545027686,0.3333333333333333,0.47209104897331144,0.45454545454545453,0.284674,
6067,Galería Maxó,tourist_attraction,attraction,41.3888,2.18062,Barcelona,building,4.3,0.38,Mo-Su 12:00-24:00,OSM,True,False,True,True,3.1239999999999997,True,60,['has_schedule'],has_schedule,galería maxó tourist_attraction attraction building has_schedule,64,True,1,True,60,4.3,0.38,0.6944435380933502,0.7142857142857141,0.34042553191489366,0.45454545454545453,0.646301,
6068,Calle de París (Barcelona),tourist_attraction,attraction,41.3905,2.14943,Barcelona,street,4.2,0.5037655860349127,,,False,False,False,False,2.6274602244389027,False,60,[],,calle de parís (barcelona) tourist_attraction attraction street,63,True,3,True,60,4.2,0.5037655860349127,0.4350915090055371,0.6666666666666666,0.47209104897331144,0.45454545454545453,0.498535,
6095,Estación de Sants-Estació,tourist_attraction,attraction,41.3792,2.14022,Barcelona,metro station,3.8,0.5037655860349127,,,False,False,False,False,2.3894602244389023,False,60,[],,estación de sants-estació tourist_attraction attraction metro station,69,True,5,True,60,3.8,0.5037655860349127,0.3107796492896692,0.47619047619047605,0.47209104897331144,0.45454545454545453,0.376329,
6099,Teatre de la Marina,tourist_attraction,attraction,41.3819,2.18705,Barcelona,theater,4.3,0.42,Mo-Su 12:00-00:00,OSM,True,False,True,True,3.1359999999999997,True,60,['has_schedule'],has_schedule,teatre de la marina tourist_attraction attraction theater has_schedule,70,True,1,True,60,4.3,0.42,0.7007113629529738,0.7142857142857141,0.3829787234042553,0.45454545454545453,0.656445,
6117,Casa Comalat,tourist_attraction,attraction,41.3972,2.16064,Barcelona,building,4.4,0.38,"Mo-Fr 08:00-19:30; Sa, Su 09:00-19:30",OSM,True,False,True,True,3.194,True,60,['has_schedule'],has_schedule,casa comalat tourist_attraction attraction building has_schedule,64,True,3,True,60,4.4,0.38,0.7310058497744879,0.761904761904762,0.34042553191489366,0.45454545454545453,0.680144,
6121,Cafè de l'Òpera,tourist_attraction,attraction,41.3808,2.17361,Barcelona,coffeehouse,4.8,1.0,Mo-Su 08:30-02:30,OSM,True,False,True,True,3.6599999999999997,True,60,['has_schedule'],has_schedule,cafè de l'òpera tourist_attraction attraction coffeehouse has_schedule,70,True,1,True,60,4.8,1.0,0.9744063818232035,0.9523809523809521,1.0,0.45454545454545453,0.972739,
